now_timestamp,created_timestamp,balance,created_date,created_time,order_id,pair_id,pair_status,market,side,type,price,size,fee,amount
2023-04-10 13:54:07.196987,2023-04-07 21:55:40.531000,5509.79,07/04/2023,21:55:40,7acead4082b1b9d28c31a6ec6ac41d0da030d88cd06807f78f87684cb614647,,,XTZ-USD,BUY,MARKET,1.095,200.0,0.0,219.0
2023-04-10 13:54:07.196987,2023-04-08 11:07:23.471000,5509.79,08/04/2023,11:07:23,7ec11bdb6499ab057c485690caef892fd81a4588c4fc2e1411dd3a1b97188de,,,NEAR-USD,SELL,MARKET,2.003,126.2,0.0,-252.7786
2023-04-10 13:54:07.196987,2023-04-08 19:49:45.003000,5509.79,08/04/2023,19:49:45,6ea128038b1b3595bc71d004fdef74770721a6b2706a6bfa10074f570e6943c,,,SOL-USD,BUY,MARKET,20.225,12.4,0.0,250.79
2023-04-10 13:54:07.196987,2023-04-08 11:14:52.484000,5509.79,08/04/2023,11:14:52,1e83e31918ccf1a66742096573199655190a6d61a407af112aa37f5fd2132d1,,,COMP-USD,BUY,MARKET,42.5,5.9,0.0,250.75000000000003
2023-04-10 13:54:07.196987,2023-04-08 11:07:33.011000,5509.79,08/04/2023,11:07:33,0928a1329c5fc73a34d259e050b1b4213b3f7166f4f5dc2eda8b150ddfe348f,,,COMP-USD,BUY,MARKET,42.4,5.8,0.0,245.92
2023-04-10 13:54:07.196987,2023-04-08 13:54:27.551000,5509.79,08/04/2023,13:54:27,4b5de2924974589413e9158c2b17f3cb01a2ef02ff8aa907438561cf2080dae,,,NEAR-USD,BUY,MARKET,2.007,124.9,0.0,250.6743
2023-04-10 13:54:07.196987,2023-04-08 19:49:23.568000,5509.79,08/04/2023,19:49:23,22573e61ff7021ede07690e22ce8ee0877d9bc1b2dc9479ba9ec66c0df0889a,,,FIL-USD,SELL,MARKET,5.82,43.0,0.0,-250.26
2023-04-10 13:54:07.196987,2023-04-08 13:54:48.994000,5509.79,08/04/2023,13:54:48,4f3c29fef7f7f31b857d0e02a87e96a025468772ae77fde8852196f6b1507b0,,,SUSHI-USD,SELL,MARKET,1.126,200.0,0.0,-225.2
2023-04-10 13:54:07.196987,2023-04-08 11:14:31.424000,5509.79,08/04/2023,11:14:31,4efe389f0508fbc5f76dea405453842f92b9ae429f8ae54fa55e975688e9aa7,,,XTZ-USD,SELL,MARKET,1.101,200.0,0.0,-220.2
2023-04-10 13:54:07.196987,2023-04-09 14:38:41.511000,5509.79,09/04/2023,14:38:41,4a5d139d29f1aa0a84cc978b0c48daa31a4795d2b2b4887914fd0b6a5b12cf7,,,1INCH-USD,SELL,MARKET,0.523,400.0,0.0,-209.2
